UnitNumber,Time,Setting1,Setting2,Setting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Binary-Classification
4,115,0.0017,0.0000,100.0,518.67,643.11,1584.82,1399.39,14.62,21.61,552.89,2388.04,9064.63,1.30,47.61,521.77,2388.05,8149.17,8.4147,0.03,394,2388,100.00,38.83,23.3361,0
4,116,0.0015,0.0003,100.0,518.67,642.57,1587.97,1409.77,14.62,21.61,553.10,2388.07,9063.99,1.30,47.49,521.75,2388.11,8143.24,8.4270,0.03,394,2388,100.00,38.88,23.2845,0
4,117,-0.0047,-0.0000,100.0,518.67,642.97,1588.00,1409.20,14.62,21.61,552.71,2388.06,9070.89,1.30,47.32,521.82,2388.09,8149.32,8.4302,0.03,394,2388,100.00,38.90,23.2139,0
4,118,-0.0015,0.0000,100.0,518.67,642.45,1595.31,1404.31,14.62,21.61,554.20,2388.06,9065.88,1.30,47.60,521.78,2388.04,8144.55,8.4114,0.03,393,2388,100.00,39.05,23.3721,0
4,119,0.0005,-0.0002,100.0,518.67,642.81,1587.57,1411.87,14.62,21.61,553.91,2388.05,9061.66,1.30,47.56,521.37,2388.10,8145.98,8.4816,0.03,393,2388,100.00,38.72,23.2425,0
4,120,0.0015,0.0001,100.0,518.67,642.13,1590.46,1405.88,14.62,21.61,553.50,2388.07,9069.10,1.30,47.52,521.55,2388.10,8146.54,8.4146,0.03,393,2388,100.00,39.01,23.1853,0
4,121,-0.0022,-0.0003,100.0,518.67,642.58,1598.61,1403.36,14.62,21.61,553.35,2388.09,9070.90,1.30,47.59,521.67,2388.03,8144.47,8.4659,0.03,393,2388,100.00,38.97,23.3410,0
4,122,0.0003,-0.0004,100.0,518.67,643.12,1594.36,1405.56,14.62,21.61,553.28,2388.06,9063.29,1.30,47.42,521.20,2388.08,8150.73,8.4275,0.03,393,2388,100.00,38.73,23.2929,0
4,123,0.0007,0.0004,100.0,518.67,642.56,1586.40,1411.81,14.62,21.61,553.42,2388.10,9067.29,1.30,47.59,521.67,2388.07,8144.19,8.4384,0.03,393,2388,100.00,38.89,23.3391,0
4,124,-0.0019,0.0001,100.0,518.67,642.64,1587.87,1400.87,14.62,21.61,552.70,2388.03,9073.32,1.30,47.49,521.33,2388.06,8152.25,8.4403,0.03,394,2388,100.00,38.99,23.3158,0
4,125,0.0002,0.0002,100.0,518.67,642.59,1580.17,1404.02,14.62,21.61,554.55,2388.05,9070.65,1.30,47.41,521.68,2388.08,8148.95,8.4458,0.03,395,2388,100.00,38.96,23.3211,0
4,126,0.0012,-0.0003,100.0,518.67,642.56,1592.43,1405.07,14.62,21.61,553.81,2388.12,9072.48,1.30,47.58,521.34,2388.06,8149.92,8.4565,0.03,394,2388,100.00,38.91,23.3087,0
4,127,0.0027,-0.0001,100.0,518.67,641.87,1591.59,1410.29,14.62,21.61,553.36,2388.05,9074.47,1.30,47.49,521.72,2388.07,8152.75,8.4477,0.03,393,2388,100.00,38.61,23.3090,0
4,128,0.0008,0.0001,100.0,518.67,642.77,1592.21,1417.91,14.62,21.61,553.31,2388.04,9078.47,1.30,47.79,521.41,2388.07,8153.20,8.4198,0.03,396,2388,100.00,38.86,23.3167,0
4,129,0.0026,0.0001,100.0,518.67,642.30,1589.44,1403.60,14.62,21.61,553.88,2388.02,9068.10,1.30,47.45,521.31,2388.07,8154.04,8.4495,0.03,393,2388,100.00,38.74,23.3720,0
4,130,-0.0020,0.0002,100.0,518.67,642.28,1593.61,1406.21,14.62,21.61,553.45,2388.10,9075.76,1.30,47.48,521.63,2388.06,8148.92,8.4323,0.03,392,2388,100.00,38.92,23.4297,0
4,131,-0.0022,-0.0003,100.0,518.67,642.81,1593.80,1399.75,14.62,21.61,553.55,2388.08,9071.08,1.30,47.50,521.17,2388.07,8155.09,8.4256,0.03,394,2388,100.00,38.79,23.2136,0
4,132,0.0007,0.0004,100.0,518.67,642.41,1591.45,1409.15,14.62,21.61,552.95,2388.07,9086.47,1.30,47.75,521.67,2388.06,8153.64,8.4385,0.03,394,2388,100.00,38.76,23.2413,0
4,133,-0.0006,0.0000,100.0,518.67,642.95,1592.11,1412.36,14.62,21.61,553.82,2388.09,9072.61,1.30,47.62,521.53,2388.11,8154.88,8.4652,0.03,393,2388,100.00,38.80,23.1877,0
4,134,-0.0001,0.0006,100.0,518.67,642.82,1590.54,1413.59,14.62,21.61,553.25,2388.10,9082.50,1.30,47.61,521.45,2388.09,8152.47,8.4300,0.03,394,2388,100.00,38.77,23.3469,0
4,135,-0.0009,-0.0002,100.0,518.67,642.80,1586.98,1406.54,14.62,21.61,553.14,2388.10,9086.62,1.30,47.67,521.43,2388.03,8155.68,8.4922,0.03,393,2388,100.00,38.62,23.2783,0
4,136,-0.0009,0.0001,100.0,518.67,642.88,1588.88,1410.65,14.62,21.61,553.84,2388.10,9080.72,1.30,47.76,521.58,2388.11,8156.39,8.4835,0.03,393,2388,100.00,38.72,23.2597,0
4,137,0.0021,0.0004,100.0,518.67,642.35,1585.35,1408.59,14.62,21.61,553.73,2388.09,9085.86,1.30,47.39,521.10,2388.09,8163.63,8.4770,0.03,393,2388,100.00,38.77,23.2531,0
4,138,0.0001,-0.0003,100.0,518.67,642.62,1589.11,1403.15,14.62,21.61,553.42,2388.09,9079.96,1.30,47.46,521.47,2388.09,8159.62,8.4499,0.03,394,2388,100.00,38.90,23.1688,0
4,139,0.0020,-0.0001,100.0,518.67,642.51,1590.51,1411.62,14.62,21.61,553.22,2388.06,9084.37,1.30,47.45,521.29,2388.10,8160.55,8.4225,0.03,391,2388,100.00,38.74,23.3399,0
4,140,-0.0014,0.0005,100.0,518.67,642.43,1589.98,1410.55,14.62,21.61,553.09,2388.09,9084.41,1.30,47.56,521.39,2388.11,8166.82,8.4522,0.03,393,2388,100.00,38.95,23.2221,1
4,141,0.0051,0.0004,100.0,518.67,642.78,1586.02,1408.52,14.62,21.61,553.54,2388.10,9082.87,1.30,47.65,521.74,2388.06,8162.37,8.4545,0.03,394,2388,100.00,38.75,23.2515,1
4,142,-0.0003,0.0002,100.0,518.67,642.15,1595.19,1409.14,14.62,21.61,553.18,2388.11,9084.27,1.30,47.69,521.28,2388.08,8157.58,8.4665,0.03,394,2388,100.00,38.83,23.1726,1
4,143,-0.0012,0.0003,100.0,518.67,642.74,1586.75,1406.34,14.62,21.61,553.08,2388.07,9090.71,1.30,47.54,520.98,2388.08,8169.05,8.4173,0.03,393,2388,100.00,38.79,23.3044,1
4,144,-0.0008,0.0003,100.0,518.67,642.60,1588.23,1411.01,14.62,21.61,552.42,2388.06,9091.62,1.30,47.69,521.76,2388.02,8163.60,8.4334,0.03,394,2388,100.00,38.71,23.2699,1
4,145,0.0006,0.0005,100.0,518.67,643.07,1594.62,1405.43,14.62,21.61,553.62,2388.09,9090.55,1.30,47.57,521.38,2388.10,8164.83,8.4518,0.03,393,2388,100.00,38.74,23.2125,1
4,146,0.0005,0.0003,100.0,518.67,642.72,1595.94,1417.08,14.62,21.61,553.21,2388.01,9097.65,1.30,47.61,521.18,2388.09,8168.06,8.4524,0.03,394,2388,100.00,38.84,23.1458,1
4,147,-0.0004,0.0004,100.0,518.67,642.82,1590.96,1411.57,14.62,21.61,552.95,2388.06,9090.60,1.30,47.66,520.91,2388.13,8166.29,8.4496,0.03,394,2388,100.00,38.71,23.1977,1
4,148,-0.0018,-0.0001,100.0,518.67,643.09,1593.59,1418.28,14.62,21.61,553.32,2388.10,9092.25,1.30,47.67,521.91,2388.07,8171.39,8.4355,0.03,393,2388,100.00,38.88,23.2993,1
4,149,-0.0008,0.0004,100.0,518.67,642.58,1595.24,1414.42,14.62,21.61,553.21,2388.09,9094.94,1.30,47.76,520.79,2388.03,8165.40,8.4816,0.03,394,2388,100.00,38.89,23.2122,1
4,150,-0.0007,-0.0003,100.0,518.67,642.46,1598.82,1407.68,14.62,21.61,553.14,2388.03,9096.18,1.30,47.64,521.43,2388.03,8178.72,8.4365,0.03,395,2388,100.00,38.75,23.1649,1
4,151,0.0013,0.0003,100.0,518.67,643.25,1594.25,1410.11,14.62,21.61,552.94,2388.09,9097.14,1.30,47.65,521.43,2388.07,8171.60,8.4765,0.03,395,2388,100.00,38.66,23.3152,1
4,152,-0.0026,-0.0002,100.0,518.67,642.68,1588.06,1415.81,14.62,21.61,552.63,2388.05,9096.41,1.30,47.55,521.42,2387.99,8172.77,8.4610,0.03,394,2388,100.00,38.75,23.2845,1
4,153,-0.0003,0.0001,100.0,518.67,643.02,1589.96,1410.75,14.62,21.61,553.13,2388.10,9106.73,1.30,47.64,520.97,2388.10,8174.74,8.4300,0.03,392,2388,100.00,38.79,23.2261,1
4,154,0.0038,0.0002,100.0,518.67,642.87,1596.48,1407.58,14.62,21.61,553.00,2388.04,9105.93,1.30,47.76,521.02,2388.08,8174.36,8.4262,0.03,395,2388,100.00,38.70,23.3318,1
4,155,0.0022,0.0001,100.0,518.67,643.05,1591.94,1406.10,14.62,21.61,552.85,2388.11,9109.24,1.30,47.84,520.72,2388.07,8172.07,8.4545,0.03,395,2388,100.00,38.74,23.2332,1
4,156,-0.0002,-0.0001,100.0,518.67,642.54,1594.01,1414.19,14.62,21.61,552.21,2388.08,9100.84,1.30,47.65,521.36,2388.07,8172.29,8.4546,0.03,393,2388,100.00,38.73,23.2384,1
4,157,0.0027,0.0000,100.0,518.67,642.80,1597.71,1413.68,14.62,21.61,553.49,2388.09,9112.83,1.30,47.60,521.41,2388.05,8184.87,8.4300,0.03,394,2388,100.00,38.66,23.2770,1
4,158,-0.0030,-0.0004,100.0,518.67,643.00,1593.74,1420.79,14.62,21.61,553.11,2388.12,9114.81,1.30,47.63,520.95,2388.11,8184.25,8.4600,0.03,393,2388,100.00,38.60,23.3178,1
4,159,0.0020,0.0005,100.0,518.67,642.82,1590.08,1417.62,14.62,21.61,552.63,2388.07,9098.78,1.30,47.61,520.90,2388.12,8182.09,8.4750,0.03,395,2388,100.00,38.57,23.2760,1
4,160,-0.0004,0.0005,100.0,518.67,643.24,1597.66,1412.93,14.62,21.61,553.83,2388.07,9108.85,1.30,47.70,520.75,2388.11,8185.01,8.4473,0.03,393,2388,100.00,38.71,23.2558,1
4,161,-0.0000,0.0004,100.0,518.67,643.02,1590.53,1413.51,14.62,21.61,552.28,2388.08,9116.28,1.30,47.64,521.19,2388.11,8184.82,8.4741,0.03,397,2388,100.00,38.72,23.1832,1
4,162,-0.0028,0.0004,100.0,518.67,642.91,1589.20,1419.09,14.62,21.61,553.87,2388.10,9127.02,1.30,47.63,520.91,2388.05,8190.55,8.4931,0.03,394,2388,100.00,38.52,23.3013,1
4,163,-0.0041,-0.0002,100.0,518.67,643.32,1596.69,1417.32,14.62,21.61,552.17,2388.13,9119.48,1.30,47.92,520.94,2388.09,8188.26,8.4594,0.03,395,2388,100.00,38.53,23.1648,1
4,164,-0.0029,-0.0002,100.0,518.67,643.20,1588.21,1411.81,14.62,21.61,552.75,2388.09,9124.06,1.30,47.91,520.75,2388.14,8189.67,8.4816,0.03,394,2388,100.00,38.76,23.1351,1
4,165,0.0037,0.0003,100.0,518.67,643.38,1598.42,1413.90,14.62,21.61,552.16,2388.08,9125.58,1.30,47.56,521.46,2388.10,8189.30,8.4613,0.03,394,2388,100.00,38.71,23.2052,1
4,166,-0.0043,-0.0003,100.0,518.67,642.83,1595.07,1410.18,14.62,21.61,552.22,2388.15,9127.24,1.30,47.82,520.54,2388.08,8195.14,8.4633,0.03,395,2388,100.00,38.73,23.1746,1
4,167,-0.0006,0.0000,100.0,518.67,642.97,1596.98,1410.22,14.62,21.61,552.30,2388.09,9130.81,1.30,47.91,521.24,2388.13,8198.35,8.4678,0.03,395,2388,100.00,38.72,23.1656,1
4,168,-0.0028,0.0002,100.0,518.67,642.86,1594.46,1416.01,14.62,21.61,552.58,2388.06,9124.84,1.30,47.83,521.13,2388.12,8194.73,8.4806,0.03,396,2388,100.00,38.62,23.2878,1
4,169,0.0011,0.0001,100.0,518.67,643.25,1592.70,1419.62,14.62,21.61,552.91,2388.05,9136.79,1.30,47.80,521.24,2388.15,8200.08,8.4926,0.03,398,2388,100.00,38.63,23.1847,1
4,170,0.0023,0.0002,100.0,518.67,643.60,1595.73,1412.94,14.62,21.61,552.45,2388.12,9138.79,1.30,47.80,520.77,2388.15,8202.15,8.4920,0.03,396,2388,100.00,38.68,23.2325,1
4,171,0.0020,-0.0003,100.0,518.67,643.69,1594.79,1416.71,14.62,21.61,552.21,2388.14,9133.85,1.30,47.74,520.85,2388.12,8204.30,8.4900,0.03,396,2388,100.00,38.66,23.2471,1
4,172,0.0015,-0.0002,100.0,518.67,643.28,1597.10,1417.89,14.62,21.61,552.65,2388.14,9129.92,1.30,47.88,520.72,2388.06,8208.53,8.5017,0.03,395,2388,100.00,38.66,23.0502,1
4,173,-0.0033,-0.0000,100.0,518.67,642.87,1598.30,1422.56,14.62,21.61,552.08,2388.12,9142.07,1.30,47.61,520.53,2388.10,8208.18,8.4829,0.03,396,2388,100.00,38.66,23.1664,1
4,174,0.0021,-0.0003,100.0,518.67,643.09,1600.79,1423.58,14.62,21.61,552.74,2388.08,9150.69,1.30,47.85,520.61,2388.10,8212.15,8.4928,0.03,395,2388,100.00,38.52,23.2417,1
4,175,0.0027,0.0004,100.0,518.67,643.17,1598.28,1419.52,14.62,21.61,552.39,2388.10,9143.78,1.30,47.95,520.47,2388.14,8221.41,8.4826,0.03,396,2388,100.00,38.73,23.1571,1
4,176,0.0033,0.0003,100.0,518.67,643.36,1601.11,1427.72,14.62,21.61,552.62,2388.12,9149.82,1.30,47.83,520.61,2388.11,8219.43,8.4822,0.03,395,2388,100.00,38.81,23.1426,1
4,177,0.0034,-0.0001,100.0,518.67,643.15,1603.10,1424.69,14.62,21.61,552.77,2388.14,9155.26,1.30,47.99,520.82,2388.12,8219.59,8.5026,0.03,396,2388,100.00,38.50,23.1635,1
4,178,0.0006,0.0003,100.0,518.67,643.38,1606.48,1431.78,14.62,21.61,551.71,2388.17,9164.28,1.30,47.86,520.28,2388.11,8221.61,8.4992,0.03,394,2388,100.00,38.67,23.1181,1
4,179,0.0014,0.0000,100.0,518.67,643.60,1604.11,1424.10,14.62,21.61,552.19,2388.18,9156.61,1.30,48.00,520.52,2388.15,8223.02,8.5289,0.03,397,2388,100.00,38.55,23.0599,1
4,180,0.0001,-0.0002,100.0,518.67,643.58,1610.29,1425.23,14.62,21.61,551.70,2388.15,9163.18,1.30,47.95,520.33,2388.15,8228.25,8.4966,0.03,398,2388,100.00,38.36,23.1739,1
4,181,0.0004,-0.0002,100.0,518.67,643.34,1597.16,1413.99,14.62,21.61,551.82,2388.11,9168.97,1.30,47.95,520.24,2388.16,8230.94,8.4821,0.03,396,2388,100.00,38.57,23.1169,1
4,182,0.0007,-0.0000,100.0,518.67,643.42,1603.95,1429.48,14.62,21.61,551.77,2388.12,9166.16,1.30,47.96,520.55,2388.17,8229.71,8.5069,0.03,395,2388,100.00,38.29,23.0709,1
4,183,0.0034,0.0002,100.0,518.67,644.50,1602.97,1426.55,14.62,21.61,551.60,2388.12,9175.69,1.30,48.08,520.17,2388.12,8239.91,8.5034,0.03,399,2388,100.00,38.47,23.0511,1
4,184,-0.0010,0.0003,100.0,518.67,643.44,1608.22,1426.27,14.62,21.61,552.01,2388.12,9174.67,1.30,48.04,520.07,2388.14,8242.61,8.5011,0.03,395,2388,100.00,38.39,23.0651,1
4,185,-0.0031,0.0005,100.0,518.67,643.27,1607.57,1429.22,14.62,21.61,551.91,2388.10,9184.41,1.30,48.19,520.12,2388.12,8246.77,8.5254,0.03,396,2388,100.00,38.47,23.1180,1
4,186,-0.0003,-0.0001,100.0,518.67,643.45,1608.24,1427.17,14.62,21.61,551.90,2388.13,9187.57,1.30,48.21,520.26,2388.16,8241.99,8.4873,0.03,396,2388,100.00,38.55,23.1353,1
4,187,-0.0005,0.0005,100.0,518.67,643.69,1603.04,1422.74,14.62,21.61,552.02,2388.14,9203.22,1.30,48.08,519.60,2388.12,8253.53,8.5283,0.03,396,2388,100.00,38.49,23.0135,1
4,188,0.0006,0.0001,100.0,518.67,643.48,1602.23,1434.12,14.62,21.61,551.81,2388.16,9192.89,1.30,48.15,520.12,2388.17,8251.11,8.5462,0.03,398,2388,100.00,38.45,23.0710,1
4,189,-0.0024,-0.0002,100.0,518.67,644.53,1612.11,1432.55,14.62,21.61,551.93,2388.13,9198.32,1.30,48.15,519.84,2388.16,8259.42,8.5246,0.03,398,2388,100.00,38.44,23.1006,1
5,1,0.0031,0.0002,100.0,518.67,641.77,1583.59,1395.26,14.62,21.61,554.39,2387.98,9066.49,1.30,47.19,522.34,2388.00,8152.22,8.4102,0.03,393,2388,100.00,38.98,23.4468,0
5,2,0.0002,0.0003,100.0,518.67,642.42,1589.69,1394.88,14.62,21.61,555.57,2388.01,9063.03,1.30,47.09,522.60,2387.99,8153.04,8.4053,0.03,392,2388,100.00,39.12,23.4075,0
5,3,0.0002,-0.0005,100.0,518.67,642.07,1582.45,1396.29,14.62,21.61,554.49,2388.01,9068.21,1.30,47.11,522.85,2388.02,8148.42,8.3990,0.03,393,2388,100.00,39.18,23.3298,0
5,4,0.0017,-0.0004,100.0,518.67,642.08,1586.84,1397.94,14.62,21.61,555.16,2387.96,9070.56,1.30,47.29,522.11,2387.99,8148.81,8.3876,0.03,390,2388,100.00,39.22,23.4306,0
5,5,-0.0007,0.0001,100.0,518.67,642.03,1581.45,1394.28,14.62,21.61,554.59,2387.98,9069.25,1.30,47.09,522.60,2387.95,8147.69,8.4129,0.03,390,2388,100.00,39.17,23.3331,0
5,6,0.0018,0.0002,100.0,518.67,642.32,1586.10,1390.56,14.62,21.61,554.53,2388.03,9062.14,1.30,47.16,522.87,2388.02,8148.03,8.4204,0.03,393,2388,100.00,39.00,23.3878,0
5,7,0.0019,0.0001,100.0,518.67,642.78,1585.21,1399.10,14.62,21.60,554.85,2387.92,9069.18,1.30,47.14,522.52,2388.00,8151.10,8.3913,0.03,393,2388,100.00,39.20,23.3820,0
5,8,-0.0016,-0.0002,100.0,518.67,642.49,1585.88,1393.41,14.62,21.61,554.33,2387.98,9073.13,1.30,47.03,522.41,2387.98,8145.43,8.4054,0.03,391,2388,100.00,39.11,23.4495,0
5,9,0.0029,0.0002,100.0,518.67,641.69,1581.46,1394.20,14.62,21.61,554.67,2388.00,9062.62,1.30,47.34,522.58,2388.03,8148.79,8.3796,0.03,392,2388,100.00,39.12,23.3762,0
5,10,0.0001,0.0003,100.0,518.67,642.18,1583.92,1390.30,14.62,21.60,554.84,2388.02,9071.57,1.30,47.32,522.67,2388.01,8146.61,8.4089,0.03,390,2388,100.00,39.06,23.4213,0
5,11,-0.0026,-0.0003,100.0,518.67,641.90,1585.25,1393.09,14.62,21.61,554.20,2387.96,9064.45,1.30,47.30,522.00,2388.01,8146.73,8.4091,0.03,391,2388,100.00,39.12,23.4847,0
5,12,-0.0009,-0.0001,100.0,518.67,641.97,1583.89,1394.07,14.62,21.60,554.27,2388.02,9070.86,1.30,47.12,522.96,2388.01,8147.24,8.4233,0.03,391,2388,100.00,38.87,23.3806,0
5,13,-0.0051,-0.0005,100.0,518.67,641.90,1579.55,1402.31,14.62,21.61,554.75,2388.03,9056.42,1.30,47.11,522.42,2387.94,8149.69,8.3860,0.03,392,2388,100.00,38.96,23.4476,0
5,14,-0.0000,0.0004,100.0,518.67,641.93,1578.03,1396.28,14.62,21.61,554.52,2387.97,9062.88,1.30,47.26,522.19,2388.03,8153.40,8.4214,0.03,393,2388,100.00,39.07,23.3733,0
5,15,0.0011,-0.0001,100.0,518.67,641.88,1589.42,1394.11,14.62,21.61,554.45,2388.07,9066.30,1.30,47.09,522.74,2388.03,8144.15,8.4073,0.03,391,2388,100.00,38.96,23.4795,0
5,16,-0.0037,0.0004,100.0,518.67,641.56,1578.43,1390.29,14.62,21.61,555.11,2388.00,9065.46,1.30,47.08,522.24,2388.02,8144.59,8.4266,0.03,391,2388,100.00,39.12,23.4884,0
5,17,-0.0008,-0.0001,100.0,518.67,642.00,1581.87,1400.59,14.62,21.61,554.31,2387.98,9066.79,1.30,47.11,522.89,2388.02,8153.44,8.4072,0.03,391,2388,100.00,39.04,23.4556,0
5,18,-0.0027,0.0001,100.0,518.67,642.05,1584.71,1391.09,14.62,21.61,554.25,2388.07,9066.52,1.30,46.98,522.64,2387.97,8143.80,8.4151,0.03,392,2388,100.00,39.02,23.4610,0
5,19,-0.0009,-0.0002,100.0,518.67,642.36,1588.06,1397.43,14.62,21.61,554.38,2387.95,9071.50,1.30,46.98,522.65,2387.99,8151.75,8.3674,0.03,392,2388,100.00,38.97,23.3752,0
5,20,0.0019,0.0002,100.0,518.67,642.27,1582.85,1393.07,14.62,21.61,554.69,2387.98,9060.46,1.30,47.13,522.00,2387.99,8147.39,8.3831,0.03,391,2388,100.00,38.86,23.3702,0
5,21,-0.0017,-0.0003,100.0,518.67,642.05,1581.71,1397.41,14.62,21.60,554.37,2387.99,9061.69,1.30,47.23,522.40,2388.01,8150.00,8.4071,0.03,391,2388,100.00,38.94,23.3812,0
5,22,0.0014,-0.0002,100.0,518.67,642.38,1581.33,1399.59,14.62,21.61,554.31,2387.99,9071.71,1.30,47.16,522.75,2388.01,8148.04,8.3886,0.03,392,2388,100.00,39.05,23.4457,0
5,23,0.0052,-0.0001,100.0,518.67,641.57,1582.59,1399.12,14.62,21.60,554.48,2387.97,9067.58,1.30,47.18,522.70,2388.03,8155.34,8.3548,0.03,391,2388,100.00,39.05,23.3328,0
5,24,0.0002,0.0002,100.0,518.67,642.13,1592.43,1400.89,14.62,21.61,554.10,2388.01,9066.39,1.30,47.25,522.21,2387.96,8156.04,8.4095,0.03,391,2388,100.00,39.14,23.4933,0
5,25,0.0026,-0.0005,100.0,518.67,642.05,1582.82,1397.33,14.62,21.61,554.78,2387.98,9067.26,1.30,47.19,522.81,2387.97,8144.37,8.4151,0.03,392,2388,100.00,39.19,23.4193,0
5,26,0.0012,0.0000,100.0,518.67,641.61,1578.77,1398.19,14.62,21.61,554.93,2388.03,9065.14,1.30,47.17,522.41,2387.99,8146.04,8.3536,0.03,393,2388,100.00,39.05,23.5227,0
5,27,-0.0001,-0.0002,100.0,518.67,642.22,1582.69,1394.22,14.62,21.60,554.27,2388.01,9070.70,1.30,47.01,522.50,2387.98,8153.92,8.4066,0.03,390,2388,100.00,38.97,23.3803,0
5,28,-0.0015,-0.0005,100.0,518.67,641.97,1575.77,1402.43,14.62,21.61,554.60,2388.05,9069.66,1.30,47.30,522.40,2387.95,8148.49,8.3934,0.03,392,2388,100.00,39.04,23.3974,0
5,29,0.0037,-0.0005,100.0,518.67,642.48,1576.50,1392.82,14.62,21.61,554.63,2387.97,9068.63,1.30,46.97,522.78,2387.99,8147.67,8.3735,0.03,390,2388,100.00,39.01,23.4100,0
5,30,0.0007,-0.0004,100.0,518.67,642.66,1574.80,1397.69,14.62,21.60,555.05,2387.96,9059.85,1.30,47.24,522.87,2388.02,8150.15,8.4038,0.03,392,2388,100.00,38.81,23.4437,0
5,31,-0.0014,-0.0003,100.0,518.67,642.06,1585.84,1402.33,14.62,21.61,554.30,2387.97,9064.30,1.30,47.08,522.24,2387.99,8146.32,8.3824,0.03,391,2388,100.00,39.12,23.5503,0
5,32,0.0043,-0.0001,100.0,518.67,642.41,1582.76,1397.12,14.62,21.61,554.32,2387.98,9059.42,1.30,47.39,522.40,2387.94,8146.33,8.3851,0.03,390,2388,100.00,39.01,23.4547,0
5,33,0.0017,-0.0002,100.0,518.67,641.76,1591.02,1402.42,14.62,21.61,554.40,2388.03,9074.12,1.30,47.13,522.07,2387.98,8149.73,8.3967,0.03,392,2388,100.00,39.00,23.4330,0
5,34,0.0017,-0.0000,100.0,518.67,641.68,1581.62,1392.22,14.62,21.60,554.29,2387.96,9070.30,1.30,47.21,522.15,2388.03,8151.21,8.3950,0.03,392,2388,100.00,38.93,23.3981,0
5,35,0.0039,0.0001,100.0,518.67,642.16,1580.02,1395.31,14.62,21.61,553.66,2387.98,9070.45,1.30,47.14,522.45,2388.02,8143.52,8.4074,0.03,391,2388,100.00,39.18,23.4449,0
5,36,-0.0032,0.0001,100.0,518.67,641.30,1586.91,1394.40,14.62,21.61,554.14,2387.98,9067.67,1.30,47.09,521.96,2387.96,8150.11,8.4091,0.03,391,2388,100.00,38.97,23.4607,0
5,37,-0.0011,0.0001,100.0,518.67,642.04,1585.52,1394.71,14.62,21.61,554.97,2387.96,9068.05,1.30,47.06,522.39,2388.06,8154.54,8.3970,0.03,392,2388,100.00,39.00,23.4577,0
5,38,0.0020,-0.0002,100.0,518.67,642.38,1584.21,1396.82,14.62,21.61,554.48,2388.02,9068.83,1.30,47.22,522.25,2387.99,8148.21,8.3893,0.03,392,2388,100.00,39.09,23.4580,0
5,39,-0.0000,-0.0002,100.0,518.67,641.82,1578.77,1396.39,14.62,21.61,555.04,2388.00,9066.55,1.30,47.20,522.43,2387.98,8148.35,8.4239,0.03,391,2388,100.00,39.03,23.5068,0
5,40,0.0001,-0.0002,100.0,518.67,642.76,1583.56,1402.27,14.62,21.61,554.38,2387.97,9066.78,1.30,47.25,522.25,2387.97,8151.02,8.4272,0.03,390,2388,100.00,38.97,23.3585,0
5,41,0.0011,-0.0001,100.0,518.67,642.82,1585.13,1399.13,14.62,21.60,554.75,2388.00,9073.97,1.30,47.22,522.21,2388.00,8149.98,8.3980,0.03,392,2388,100.00,38.93,23.4126,0
5,42,0.0001,-0.0002,100.0,518.67,641.92,1589.59,1394.97,14.62,21.61,554.13,2387.96,9070.52,1.30,47.37,522.62,2387.97,8154.04,8.3654,0.03,392,2388,100.00,38.87,23.4851,0
5,43,-0.0015,-0.0004,100.0,518.67,641.78,1587.27,1394.26,14.62,21.61,554.64,2387.97,9071.84,1.30,47.01,522.37,2388.00,8155.95,8.3975,0.03,392,2388,100.00,39.06,23.4420,0
5,44,-0.0011,-0.0001,100.0,518.67,641.77,1583.83,1395.70,14.62,21.61,555.48,2387.99,9067.40,1.30,47.32,522.68,2387.99,8148.03,8.4219,0.03,391,2388,100.00,39.06,23.3576,0
5,45,0.0028,0.0004,100.0,518.67,642.32,1584.30,1399.71,14.62,21.61,554.70,2387.97,9064.28,1.30,47.00,522.54,2387.97,8146.26,8.3735,0.03,393,2388,100.00,39.20,23.3398,0
5,46,-0.0023,-0.0003,100.0,518.67,642.24,1586.87,1400.55,14.62,21.61,554.49,2388.02,9065.41,1.30,47.27,521.62,2387.94,8147.77,8.4055,0.03,392,2388,100.00,38.89,23.3304,0
5,47,0.0002,-0.0002,100.0,518.67,641.95,1579.17,1397.44,14.62,21.60,554.74,2388.00,9068.21,1.30,47.05,522.57,2388.00,8147.30,8.4182,0.03,391,2388,100.00,39.06,23.4378,0
5,48,0.0037,0.0000,100.0,518.67,641.38,1576.29,1395.62,14.62,21.61,554.93,2387.98,9072.03,1.30,47.24,522.65,2388.04,8146.91,8.3869,0.03,392,2388,100.00,38.89,23.4698,0
5,49,0.0004,-0.0004,100.0,518.67,642.11,1583.18,1394.48,14.62,21.61,554.64,2388.03,9069.21,1.30,47.07,522.50,2387.94,8153.73,8.3980,0.03,392,2388,100.00,38.99,23.3110,0
5,50,-0.0011,-0.0001,100.0,518.67,642.20,1586.48,1403.06,14.62,21.61,554.98,2387.97,9067.24,1.30,47.37,522.56,2388.03,8148.17,8.4228,0.03,390,2388,100.00,39.13,23.3994,0
