"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
1,15,0.0005,-0.0001,100.0,518.67,641.77,1582.91,1403.19,14.62,21.61,553.80,2387.98,9062.39,1.30,47.28,521.83,2387.99,8145.59,8.4006,0.03,393,2388,100.00,39.17,23.3851
1,16,-0.0047,0.0003,100.0,518.67,642.26,1580.02,1402.28,14.62,21.61,554.57,2388.01,9069.52,1.30,47.12,522.72,2388.01,8149.75,8.4087,0.03,393,2388,100.00,39.07,23.4555
1,17,-0.0021,-0.0002,100.0,518.67,641.76,1585.61,1404.79,14.62,21.61,554.27,2388.01,9073.49,1.30,47.25,522.24,2388.01,8142.62,8.4318,0.03,391,2388,100.00,38.97,23.4998
1,18,0.0010,0.0005,100.0,518.67,641.97,1582.79,1395.17,14.62,21.61,554.43,2387.98,9065.30,1.30,47.17,522.44,2388.03,8152.36,8.4008,0.03,390,2388,100.00,38.97,23.4027
1,19,0.0035,-0.0002,100.0,518.67,642.39,1579.93,1395.41,14.62,21.61,554.54,2388.02,9070.84,1.30,47.30,522.43,2388.00,8151.02,8.3976,0.03,393,2388,100.00,38.84,23.4236
1,20,-0.0013,0.0002,100.0,518.67,642.07,1583.20,1402.97,14.62,21.61,553.51,2387.98,9074.85,1.30,47.15,522.80,2387.99,8150.81,8.4188,0.03,392,2388,100.00,39.03,23.4406
1,21,0.0032,-0.0001,100.0,518.67,642.47,1588.62,1402.85,14.62,21.61,554.60,2387.93,9061.64,1.30,47.26,522.09,2387.97,8152.15,8.4065,0.03,391,2388,100.00,38.98,23.3929
1,22,0.0010,0.0001,100.0,518.67,642.05,1590.83,1400.06,14.62,21.61,554.35,2388.03,9069.84,1.30,47.07,522.10,2388.02,8149.18,8.4088,0.03,391,2388,100.00,38.98,23.3179
1,23,0.0064,-0.0001,100.0,518.67,642.13,1584.67,1393.81,14.62,21.61,554.50,2388.01,9075.17,1.30,47.19,521.96,2388.00,8155.56,8.4063,0.03,392,2388,100.00,38.88,23.4549
1,24,-0.0018,-0.0001,100.0,518.67,642.15,1582.70,1397.03,14.62,21.61,554.65,2387.99,9072.73,1.30,47.21,522.23,2387.98,8148.64,8.4279,0.03,392,2388,100.00,38.96,23.4485
1,25,0.0002,-0.0003,100.0,518.67,641.83,1588.54,1401.12,14.62,21.61,553.71,2388.02,9073.62,1.30,47.16,522.75,2388.00,8154.64,8.4135,0.03,390,2388,100.00,39.13,23.3522
1,26,0.0002,0.0000,100.0,518.67,642.05,1581.12,1402.36,14.62,21.61,554.54,2387.99,9068.21,1.30,47.39,521.76,2387.95,8148.67,8.3765,0.03,391,2388,100.00,39.06,23.4089
1,27,-0.0015,-0.0003,100.0,518.67,642.43,1583.06,1400.59,14.62,21.61,555.56,2388.00,9068.84,1.30,47.24,522.41,2388.06,8150.29,8.3816,0.03,392,2388,100.00,39.04,23.4462
1,28,-0.0018,0.0004,100.0,518.67,641.57,1582.54,1404.52,14.62,21.61,553.85,2387.98,9074.22,1.30,47.31,522.40,2387.98,8156.26,8.4067,0.03,391,2388,100.00,39.06,23.4357
1,29,0.0012,0.0000,100.0,518.67,642.61,1589.61,1399.89,14.62,21.60,554.63,2388.04,9069.28,1.30,47.06,522.34,2388.02,8147.67,8.4193,0.03,391,2388,100.00,38.77,23.5256
1,30,-0.0007,0.0000,100.0,518.67,642.53,1576.58,1399.22,14.62,21.61,554.44,2387.99,9077.85,1.30,47.31,522.26,2387.98,8151.62,8.4013,0.03,392,2388,100.00,38.98,23.3672
1,31,-0.0018,0.0003,100.0,518.67,642.33,1582.17,1399.65,14.62,21.61,554.71,2388.03,9064.63,1.30,47.34,522.19,2387.93,8147.99,8.3768,0.03,391,2388,100.00,39.11,23.3248
1,32,-0.0025,-0.0001,100.0,518.67,642.63,1584.13,1396.46,14.62,21.60,554.49,2387.99,9071.68,1.30,47.16,522.02,2387.97,8152.45,8.3983,0.03,393,2388,100.00,39.23,23.3131
1,33,0.0050,0.0003,100.0,518.67,642.30,1589.56,1394.59,14.62,21.61,554.38,2387.99,9069.72,1.30,47.18,521.89,2388.03,8150.49,8.4235,0.03,392,2388,100.00,38.96,23.3845
1,34,-0.0019,0.0004,100.0,518.67,642.01,1586.79,1399.47,14.62,21.61,553.89,2388.00,9075.40,1.30,47.19,522.49,2388.02,8151.11,8.4015,0.03,393,2388,100.00,39.04,23.4075
1,35,-0.0045,0.0003,100.0,518.67,642.69,1592.68,1398.84,14.62,21.61,554.53,2388.02,9072.21,1.30,47.17,521.72,2387.97,8150.19,8.3910,0.03,392,2388,100.00,39.17,23.3217
1,36,0.0007,-0.0004,100.0,518.67,642.02,1589.69,1390.81,14.62,21.61,554.52,2388.00,9070.50,1.30,47.14,522.59,2388.05,8146.43,8.4245,0.03,392,2388,100.00,39.04,23.4047
1,37,-0.0005,0.0002,100.0,518.67,642.34,1579.04,1401.85,14.62,21.61,554.46,2387.98,9064.57,1.30,47.02,522.67,2387.98,8154.35,8.3850,0.03,392,2388,100.00,38.98,23.4127
1,38,-0.0034,0.0001,100.0,518.67,641.89,1588.40,1402.45,14.62,21.61,553.69,2388.03,9064.58,1.30,47.23,522.03,2388.04,8148.88,8.4069,0.03,392,2388,100.00,39.09,23.3471
1,39,-0.0007,0.0001,100.0,518.67,642.16,1588.04,1397.95,14.62,21.61,554.39,2388.00,9073.30,1.30,47.40,522.19,2388.06,8153.77,8.4075,0.03,391,2388,100.00,38.79,23.3370
1,40,-0.0046,0.0002,100.0,518.67,642.16,1585.36,1400.88,14.62,21.60,554.20,2388.03,9078.25,1.30,47.31,522.49,2387.95,8152.25,8.4213,0.03,391,2388,100.00,38.79,23.3924
1,41,-0.0025,0.0000,100.0,518.67,642.08,1584.17,1397.80,14.62,21.61,554.36,2387.98,9065.01,1.30,47.27,522.27,2387.97,8154.38,8.3760,0.03,392,2388,100.00,38.90,23.5055
1,42,-0.0006,0.0003,100.0,518.67,642.36,1591.33,1395.15,14.62,21.61,554.22,2388.00,9076.05,1.30,47.28,522.38,2388.02,8153.08,8.3898,0.03,390,2388,100.00,39.09,23.4110
1,43,-0.0011,-0.0000,100.0,518.67,641.75,1579.33,1397.76,14.62,21.61,553.84,2388.02,9064.94,1.30,47.26,522.43,2388.02,8152.58,8.3848,0.03,392,2388,100.00,38.97,23.5151
1,44,0.0006,0.0000,100.0,518.67,642.01,1583.23,1395.96,14.62,21.61,554.33,2388.03,9072.75,1.30,47.22,521.72,2388.04,8152.02,8.3799,0.03,392,2388,100.00,39.12,23.3770
1,45,-0.0016,0.0001,100.0,518.67,642.31,1576.38,1400.77,14.62,21.61,553.75,2388.01,9064.53,1.30,47.24,522.20,2387.99,8153.74,8.4159,0.03,393,2388,100.00,38.91,23.3773
1,46,0.0002,-0.0003,100.0,518.67,642.09,1588.84,1399.17,14.62,21.61,553.44,2388.02,9062.94,1.30,47.20,522.26,2388.04,8145.48,8.4221,0.03,393,2388,100.00,38.86,23.3359
1,47,-0.0005,0.0005,100.0,518.67,642.61,1589.71,1397.66,14.62,21.61,554.59,2387.96,9071.69,1.30,47.14,521.75,2388.02,8150.40,8.4255,0.03,392,2388,100.00,39.01,23.3854
1,48,-0.0017,-0.0002,100.0,518.67,641.97,1583.03,1400.39,14.62,21.61,553.91,2388.04,9073.73,1.30,47.19,522.33,2388.03,8149.63,8.4245,0.03,391,2388,100.00,38.85,23.4081
1,49,0.0025,-0.0002,100.0,518.67,641.64,1583.99,1401.78,14.62,21.61,554.44,2388.04,9076.83,1.30,47.31,522.30,2387.98,8149.08,8.4061,0.03,393,2388,100.00,38.83,23.4313
1,50,-0.0023,0.0004,100.0,518.67,642.69,1584.50,1401.27,14.62,21.61,554.94,2387.98,9071.28,1.30,47.24,522.24,2387.98,8148.95,8.4035,0.03,392,2388,100.00,38.99,23.4648
1,51,-0.0012,-0.0002,100.0,518.67,642.58,1591.13,1398.75,14.62,21.61,553.97,2388.01,9069.53,1.30,47.20,522.58,2387.99,8148.36,8.3641,0.03,393,2388,100.00,39.01,23.4425
1,52,0.0005,0.0002,100.0,518.67,642.41,1590.90,1402.58,14.62,21.61,554.45,2388.07,9071.63,1.30,47.17,522.11,2387.96,8152.60,8.3752,0.03,393,2388,100.00,38.95,23.2666
1,53,0.0000,-0.0003,100.0,518.67,642.12,1585.33,1392.17,14.62,21.61,554.03,2388.01,9068.18,1.30,47.30,522.33,2388.02,8154.81,8.3942,0.03,392,2388,100.00,38.94,23.4725
1,54,0.0011,0.0003,100.0,518.67,642.07,1580.58,1394.60,14.62,21.61,554.87,2388.00,9072.95,1.30,47.14,521.95,2388.00,8151.38,8.4126,0.03,393,2388,100.00,38.97,23.4238
1,55,-0.0008,-0.0002,100.0,518.67,641.88,1585.63,1393.79,14.62,21.61,553.87,2387.96,9075.17,1.30,47.25,522.59,2387.94,8148.96,8.4223,0.03,393,2388,100.00,39.04,23.4334
1,56,0.0007,-0.0001,100.0,518.67,642.00,1586.41,1401.22,14.62,21.61,554.54,2388.05,9065.42,1.30,47.23,522.42,2388.00,8157.84,8.3783,0.03,392,2388,100.00,38.97,23.4041
1,57,-0.0048,0.0002,100.0,518.67,642.27,1583.99,1406.99,14.62,21.61,554.71,2388.04,9076.82,1.30,47.22,522.48,2388.04,8149.69,8.4036,0.03,391,2388,100.00,38.87,23.3938
1,58,-0.0024,0.0003,100.0,518.67,641.46,1586.28,1400.63,14.62,21.61,554.46,2388.04,9069.05,1.30,47.42,522.22,2387.99,8149.41,8.4037,0.03,392,2388,100.00,39.03,23.4190
1,59,0.0057,-0.0002,100.0,518.67,642.26,1583.13,1404.34,14.62,21.61,554.81,2387.99,9064.26,1.30,47.51,522.41,2388.00,8151.14,8.4013,0.03,393,2388,100.00,38.97,23.3907
1,60,-0.0033,0.0003,100.0,518.67,642.42,1583.73,1399.64,14.62,21.61,553.78,2388.04,9071.06,1.30,47.29,522.00,2388.03,8152.48,8.4132,0.03,392,2388,100.00,38.95,23.3964
1,61,0.0024,0.0001,100.0,518.67,642.24,1592.65,1406.01,14.62,21.61,554.53,2388.00,9077.20,1.30,47.20,521.90,2387.99,8147.49,8.4344,0.03,391,2388,100.00,39.13,23.4111
1,62,0.0036,-0.0003,100.0,518.67,642.43,1585.05,1409.52,14.62,21.61,554.85,2388.03,9069.28,1.30,47.14,522.47,2388.03,8152.22,8.3894,0.03,390,2388,100.00,39.08,23.3824
1,63,0.0022,-0.0002,100.0,518.67,642.19,1583.10,1397.03,14.62,21.61,553.62,2388.06,9071.08,1.30,47.30,522.12,2388.02,8151.24,8.3987,0.03,391,2388,100.00,38.78,23.3562
1,64,0.0003,0.0005,100.0,518.67,642.43,1581.72,1400.91,14.62,21.61,554.31,2388.03,9072.43,1.30,47.10,522.31,2388.01,8155.80,8.4048,0.03,392,2388,100.00,38.98,23.3890
1,65,-0.0006,0.0004,100.0,518.67,642.25,1585.67,1396.09,14.62,21.61,554.50,2388.05,9073.20,1.30,47.22,522.20,2388.01,8146.46,8.4166,0.03,392,2388,100.00,38.99,23.3268
1,66,0.0018,0.0004,100.0,518.67,642.43,1582.14,1398.43,14.62,21.61,554.83,2388.01,9073.39,1.30,47.28,522.01,2388.03,8148.21,8.4484,0.03,392,2388,100.00,38.85,23.3518
1,67,-0.0013,0.0002,100.0,518.67,641.68,1591.29,1395.41,14.62,21.61,554.62,2388.05,9070.94,1.30,47.30,522.14,2387.96,8150.83,8.3985,0.03,393,2388,100.00,38.76,23.4385
1,68,0.0021,0.0000,100.0,518.67,641.74,1591.75,1392.88,14.62,21.61,554.64,2387.99,9072.79,1.30,47.08,521.91,2388.00,8154.36,8.4360,0.03,391,2388,100.00,39.07,23.3826
1,69,-0.0018,0.0004,100.0,518.67,642.49,1589.21,1399.42,14.62,21.61,554.84,2387.99,9074.14,1.30,47.18,522.43,2387.97,8156.74,8.4026,0.03,392,2388,100.00,38.87,23.4352
1,70,0.0002,0.0001,100.0,518.67,642.00,1587.43,1399.38,14.62,21.61,554.04,2388.01,9073.59,1.30,47.31,521.99,2388.03,8150.32,8.3972,0.03,392,2388,100.00,39.04,23.4762
1,71,0.0038,-0.0000,100.0,518.67,642.22,1589.57,1404.00,14.62,21.61,553.53,2388.01,9063.26,1.30,47.34,522.02,2388.01,8151.53,8.4172,0.03,392,2388,100.00,38.99,23.3749
1,72,0.0025,0.0005,100.0,518.67,641.91,1587.65,1398.83,14.62,21.61,554.66,2388.03,9073.35,1.30,47.37,521.41,2388.00,8148.54,8.3982,0.03,392,2388,100.00,38.92,23.4322
1,73,-0.0026,0.0005,100.0,518.67,642.38,1594.81,1399.21,14.62,21.61,553.65,2388.05,9072.65,1.30,47.28,522.01,2388.01,8148.63,8.4154,0.03,391,2388,100.00,38.99,23.3246
1,74,-0.0030,-0.0003,100.0,518.67,642.54,1577.14,1402.69,14.62,21.61,555.05,2388.02,9068.41,1.30,47.40,522.01,2388.02,8152.84,8.4244,0.03,391,2388,100.00,38.99,23.4181
1,75,0.0008,-0.0002,100.0,518.67,642.14,1583.44,1406.10,14.62,21.61,553.92,2388.00,9066.72,1.30,47.35,522.22,2388.03,8156.38,8.4142,0.03,391,2388,100.00,38.76,23.2613
1,76,0.0015,0.0005,100.0,518.67,642.37,1585.24,1400.00,14.62,21.61,553.43,2388.01,9065.64,1.30,47.58,522.55,2388.04,8150.87,8.4390,0.03,393,2388,100.00,38.99,23.3289
1,77,-0.0016,0.0006,100.0,518.67,642.20,1584.53,1400.44,14.62,21.61,554.27,2387.97,9066.71,1.30,47.34,521.94,2388.02,8151.88,8.3998,0.03,390,2388,100.00,38.89,23.4433
1,78,-0.0001,0.0001,100.0,518.67,642.15,1586.70,1401.90,14.62,21.61,554.53,2388.02,9072.63,1.30,47.23,522.06,2388.00,8151.54,8.3908,0.03,391,2388,100.00,38.92,23.4412
1,79,0.0025,0.0005,100.0,518.67,641.99,1585.33,1399.30,14.62,21.61,554.69,2387.96,9071.48,1.30,47.50,521.84,2388.02,8156.00,8.4142,0.03,394,2388,100.00,39.10,23.4228
1,80,-0.0004,0.0006,100.0,518.67,642.16,1588.89,1405.95,14.62,21.61,554.29,2387.95,9085.15,1.30,47.28,521.70,2387.98,8151.90,8.3920,0.03,392,2388,100.00,39.04,23.4380
1,81,-0.0025,0.0000,100.0,518.67,642.33,1581.79,1401.38,14.62,21.61,555.20,2387.99,9076.85,1.30,47.31,522.58,2387.95,8150.80,8.3896,0.03,392,2388,100.00,39.00,23.3352
1,82,-0.0020,-0.0000,100.0,518.67,642.34,1585.07,1409.03,14.62,21.61,554.93,2387.99,9074.12,1.30,47.34,521.74,2388.05,8152.61,8.3870,0.03,392,2388,100.00,38.86,23.3800
1,83,0.0018,0.0006,100.0,518.67,642.48,1588.78,1403.92,14.62,21.61,554.06,2387.98,9066.20,1.30,47.08,522.48,2388.00,8153.10,8.3994,0.03,391,2388,100.00,39.09,23.3325
1,84,-0.0020,-0.0001,100.0,518.67,642.18,1587.07,1404.25,14.62,21.61,553.64,2388.03,9064.92,1.30,47.25,521.63,2387.99,8153.95,8.3966,0.03,391,2388,100.00,38.93,23.3036
1,85,-0.0010,-0.0002,100.0,518.67,641.99,1578.17,1401.17,14.62,21.61,553.63,2387.98,9075.78,1.30,47.31,522.13,2388.01,8153.51,8.4191,0.03,392,2388,100.00,38.96,23.4108
1,86,-0.0032,-0.0000,100.0,518.67,642.26,1590.69,1405.12,14.62,21.61,554.66,2387.97,9067.36,1.30,47.24,521.75,2387.98,8153.22,8.4050,0.03,393,2388,100.00,39.05,23.3328
1,87,-0.0009,0.0001,100.0,518.67,642.30,1585.39,1394.52,14.62,21.61,553.57,2388.04,9074.98,1.30,47.31,522.11,2388.02,8156.90,8.4167,0.03,392,2388,100.00,39.06,23.3264
1,88,-0.0022,0.0003,100.0,518.67,642.63,1585.54,1395.74,14.62,21.61,554.81,2388.06,9068.41,1.30,47.29,522.63,2388.04,8151.44,8.4019,0.03,392,2388,100.00,38.99,23.2996
1,89,0.0027,0.0003,100.0,518.67,642.46,1578.26,1402.79,14.62,21.61,554.12,2387.96,9072.15,1.30,47.26,522.11,2388.01,8151.61,8.4370,0.03,394,2388,100.00,39.07,23.3463
1,90,-0.0019,-0.0003,100.0,518.67,642.14,1589.25,1402.90,14.62,21.61,554.49,2388.01,9076.03,1.30,47.19,522.79,2388.00,8153.44,8.4048,0.03,391,2388,100.00,39.20,23.3147
1,91,-0.0003,0.0006,100.0,518.67,642.59,1578.91,1400.83,14.62,21.61,554.22,2387.98,9078.77,1.30,47.41,522.05,2388.02,8155.73,8.4095,0.03,393,2388,100.00,38.91,23.3383
1,92,0.0021,-0.0002,100.0,518.67,641.97,1595.30,1404.17,14.62,21.61,554.75,2387.97,9072.20,1.30,47.20,522.00,2388.00,8153.95,8.3884,0.03,392,2388,100.00,39.01,23.3631
1,93,0.0019,-0.0003,100.0,518.67,641.98,1590.45,1402.56,14.62,21.61,554.53,2388.03,9072.79,1.30,47.41,521.91,2387.98,8153.68,8.4251,0.03,393,2388,100.00,38.96,23.3358
1,94,-0.0022,0.0003,100.0,518.67,642.63,1584.70,1402.51,14.62,21.61,554.02,2388.03,9076.88,1.30,47.35,522.39,2387.99,8157.08,8.4197,0.03,393,2388,100.00,38.90,23.4786
1,95,0.0013,0.0006,100.0,518.67,642.56,1586.06,1400.97,14.62,21.61,554.47,2388.06,9072.18,1.30,47.36,522.01,2388.02,8153.92,8.4022,0.03,390,2388,100.00,39.06,23.4905
1,96,-0.0051,-0.0002,100.0,518.67,642.45,1588.18,1402.83,14.62,21.61,554.49,2387.99,9071.27,1.30,47.37,522.38,2388.08,8153.60,8.4425,0.03,393,2388,100.00,38.89,23.3498
1,97,-0.0013,0.0002,100.0,518.67,642.17,1592.78,1402.58,14.62,21.61,554.41,2388.04,9078.89,1.30,47.63,522.16,2388.01,8155.29,8.4100,0.03,392,2388,100.00,38.96,23.3587
1,98,-0.0012,0.0004,100.0,518.67,642.67,1584.74,1398.30,14.62,21.61,553.70,2388.00,9076.74,1.30,47.29,522.72,2388.01,8153.67,8.4299,0.03,392,2388,100.00,38.87,23.4248
1,99,0.0020,0.0002,100.0,518.67,642.43,1579.10,1404.82,14.62,21.61,554.18,2388.00,9074.14,1.30,47.32,522.04,2387.99,8157.37,8.4498,0.03,393,2388,100.00,38.91,23.4675
1,100,0.0016,0.0002,100.0,518.67,642.49,1590.31,1402.97,14.62,21.61,554.49,2388.03,9074.61,1.30,47.27,522.14,2388.01,8152.36,8.4426,0.03,394,2388,100.00,38.98,23.3724
1,101,-0.0010,-0.0000,100.0,518.67,642.62,1584.91,1396.00,14.62,21.61,553.47,2388.00,9075.57,1.30,47.19,521.34,2388.04,8165.78,8.4043,0.03,391,2388,100.00,38.99,23.3717
1,102,-0.0003,-0.0004,100.0,518.67,642.50,1581.17,1397.00,14.62,21.61,554.05,2388.03,9074.63,1.30,47.53,522.42,2388.01,8159.35,8.4274,0.03,394,2388,100.00,38.97,23.3560
1,103,0.0017,-0.0004,100.0,518.67,642.17,1593.57,1403.71,14.62,21.61,553.82,2387.99,9082.63,1.30,47.32,522.11,2387.99,8152.09,8.4120,0.03,393,2388,100.00,38.83,23.5280
1,104,0.0011,-0.0003,100.0,518.67,642.44,1583.62,1402.83,14.62,21.61,553.80,2388.02,9069.88,1.30,47.39,522.21,2388.04,8150.55,8.4165,0.03,393,2388,100.00,38.90,23.3058
1,105,0.0044,-0.0001,100.0,518.67,641.69,1587.10,1393.91,14.62,21.61,554.30,2388.06,9074.41,1.30,47.24,521.78,2388.03,8153.80,8.4174,0.03,393,2388,100.00,38.92,23.2509
1,106,-0.0014,0.0003,100.0,518.67,642.63,1588.40,1401.17,14.62,21.61,553.85,2387.99,9076.42,1.30,47.40,521.96,2388.06,8160.95,8.4239,0.03,392,2388,100.00,38.97,23.4590
1,107,-0.0017,-0.0000,100.0,518.67,642.17,1589.83,1405.37,14.62,21.61,553.26,2388.02,9083.50,1.30,47.52,521.50,2388.00,8158.65,8.4282,0.03,392,2388,100.00,38.86,23.3294
1,108,-0.0010,-0.0003,100.0,518.67,642.53,1587.70,1401.71,14.62,21.61,553.96,2388.03,9074.63,1.30,47.51,521.55,2388.05,8146.12,8.4402,0.03,391,2388,100.00,38.93,23.3406
1,109,-0.0000,-0.0004,100.0,518.67,642.30,1591.91,1410.01,14.62,21.61,554.07,2388.01,9075.49,1.30,47.43,521.73,2388.06,8154.06,8.4126,0.03,392,2388,100.00,39.10,23.4599
1,110,0.0044,0.0004,100.0,518.67,642.36,1590.88,1401.07,14.62,21.61,554.01,2388.05,9069.61,1.30,47.27,521.14,2388.04,8153.71,8.4119,0.03,394,2388,100.00,38.99,23.4330
1,111,-0.0017,-0.0003,100.0,518.67,642.57,1587.28,1402.38,14.62,21.61,554.28,2388.02,9069.88,1.30,47.35,521.59,2387.98,8162.39,8.4282,0.03,393,2388,100.00,38.76,23.3805
1,112,-0.0002,-0.0002,100.0,518.67,642.19,1598.81,1400.99,14.62,21.61,553.62,2388.03,9076.13,1.30,47.30,521.72,2388.06,8156.66,8.4291,0.03,393,2388,100.00,38.92,23.4892
1,113,0.0006,-0.0001,100.0,518.67,642.11,1590.77,1398.89,14.62,21.61,553.81,2388.01,9074.52,1.30,47.25,522.22,2388.05,8155.69,8.3883,0.03,393,2388,100.00,39.05,23.2900
1,114,-0.0027,0.0002,100.0,518.67,642.55,1590.09,1400.49,14.62,21.61,554.37,2387.98,9072.42,1.30,47.25,522.22,2388.01,8157.32,8.3979,0.03,394,2388,100.00,38.90,23.4804
1,115,-0.0006,-0.0003,100.0,518.67,642.00,1589.05,1394.77,14.62,21.61,554.09,2387.97,9083.52,1.30,47.32,521.85,2388.05,8156.16,8.3915,0.03,393,2388,100.00,38.86,23.3289
1,116,-0.0026,0.0002,100.0,518.67,642.92,1588.88,1399.50,14.62,21.61,553.71,2388.07,9085.62,1.30,47.42,521.95,2388.02,8159.23,8.4049,0.03,393,2388,100.00,38.90,23.4462
1,117,0.0014,0.0001,100.0,518.67,641.89,1588.60,1404.93,14.62,21.61,553.80,2388.02,9081.02,1.30,47.29,521.80,2388.04,8161.73,8.4460,0.03,394,2388,100.00,38.92,23.4362
1,118,0.0004,0.0004,100.0,518.67,642.26,1589.66,1407.94,14.62,21.61,554.15,2388.08,9080.29,1.30,47.26,522.02,2388.03,8160.99,8.3842,0.03,392,2388,100.00,39.05,23.3103
1,119,-0.0042,0.0005,100.0,518.67,642.64,1587.42,1407.34,14.62,21.61,553.75,2388.01,9077.65,1.30,47.27,521.90,2388.04,8158.97,8.4646,0.03,395,2388,100.00,38.83,23.4391
1,120,-0.0030,0.0004,100.0,518.67,642.37,1588.24,1414.26,14.62,21.61,553.05,2387.98,9071.68,1.30,47.38,522.06,2388.05,8156.70,8.4327,0.03,393,2388,100.00,38.78,23.3395
1,121,0.0011,0.0003,100.0,518.67,642.22,1589.25,1407.44,14.62,21.61,554.01,2388.02,9079.61,1.30,47.31,522.46,2388.02,8156.07,8.4593,0.03,392,2388,100.00,38.90,23.3175
1,122,-0.0014,0.0005,100.0,518.67,642.26,1587.78,1406.01,14.62,21.61,553.81,2388.07,9078.44,1.30,47.40,521.69,2388.12,8156.02,8.4536,0.03,392,2388,100.00,38.92,23.2988
1,123,-0.0002,0.0004,100.0,518.67,642.88,1586.68,1403.31,14.62,21.61,553.97,2388.07,9073.77,1.30,47.36,521.90,2388.00,8159.35,8.4012,0.03,392,2388,100.00,38.84,23.2837
1,124,-0.0010,0.0004,100.0,518.67,642.18,1584.06,1402.78,14.62,21.61,554.92,2388.03,9083.71,1.30,47.51,521.92,2388.03,8160.17,8.4139,0.03,393,2388,100.00,38.71,23.3154
1,125,-0.0006,-0.0003,100.0,518.67,642.53,1591.00,1403.56,14.62,21.61,554.12,2387.99,9079.70,1.30,47.45,521.68,2388.02,8159.08,8.4559,0.03,392,2388,100.00,38.97,23.3896
1,126,-0.0025,0.0005,100.0,518.67,642.45,1591.09,1405.10,14.62,21.61,553.73,2388.01,9079.75,1.30,47.52,521.72,2388.07,8157.91,8.4337,0.03,393,2388,100.00,38.94,23.2815
1,127,-0.0013,0.0002,100.0,518.67,642.49,1585.25,1402.24,14.62,21.61,553.84,2388.02,9075.19,1.30,47.48,521.63,2388.03,8157.53,8.4063,0.03,393,2388,100.00,39.00,23.3668
1,128,0.0020,-0.0002,100.0,518.67,642.13,1587.48,1407.03,14.62,21.61,554.35,2388.03,9075.19,1.30,47.29,522.05,2388.07,8160.88,8.4465,0.03,394,2388,100.00,38.89,23.2725
1,129,0.0042,0.0003,100.0,518.67,642.04,1594.77,1406.47,14.62,21.61,554.08,2388.07,9076.74,1.30,47.43,522.11,2388.03,8152.79,8.4538,0.03,393,2388,100.00,38.72,23.3539
1,130,-0.0024,0.0002,100.0,518.67,642.50,1587.87,1408.47,14.62,21.61,553.85,2388.03,9082.45,1.30,47.33,522.14,2388.06,8154.90,8.4143,0.03,393,2388,100.00,38.85,23.3087
1,131,0.0014,0.0003,100.0,518.67,642.70,1592.25,1406.45,14.62,21.61,553.65,2388.06,9080.18,1.30,47.40,522.17,2388.10,8160.19,8.4413,0.03,393,2388,100.00,38.69,23.4331
1,132,-0.0012,0.0004,100.0,518.67,642.53,1586.80,1405.01,14.62,21.61,553.49,2388.04,9085.03,1.30,47.45,522.02,2388.04,8156.40,8.4411,0.03,394,2388,100.00,38.81,23.3726
1,133,0.0013,0.0004,100.0,518.67,642.95,1595.75,1405.72,14.62,21.61,553.93,2388.03,9080.01,1.30,47.28,521.63,2388.06,8154.99,8.4306,0.03,393,2388,100.00,38.87,23.4082
1,134,-0.0021,0.0005,100.0,518.67,641.88,1590.05,1398.34,14.62,21.61,553.98,2388.06,9085.07,1.30,47.22,522.13,2388.08,8155.29,8.3973,0.03,393,2388,100.00,38.93,23.3379
1,135,0.0001,0.0003,100.0,518.67,642.63,1586.58,1408.67,14.62,21.61,553.51,2388.01,9082.80,1.30,47.37,521.89,2388.06,8157.75,8.4512,0.03,393,2388,100.00,38.82,23.2552
1,136,0.0006,0.0000,100.0,518.67,642.25,1594.38,1404.35,14.62,21.61,554.12,2388.02,9082.51,1.30,47.47,521.18,2388.05,8158.80,8.4183,0.03,393,2388,100.00,38.82,23.2806
1,137,0.0023,-0.0001,100.0,518.67,642.54,1589.47,1404.04,14.62,21.61,553.81,2388.01,9076.27,1.30,47.32,521.49,2388.04,8160.64,8.4655,0.03,391,2388,100.00,39.01,23.3183
1,138,-0.0000,0.0003,100.0,518.67,642.10,1590.00,1412.47,14.62,21.61,553.86,2388.08,9080.85,1.30,47.34,521.60,2388.03,8157.42,8.4094,0.03,393,2388,100.00,38.98,23.3528
1,139,-0.0004,-0.0000,100.0,518.67,643.08,1589.45,1410.75,14.62,21.61,553.68,2388.04,9082.22,1.30,47.66,521.63,2388.01,8158.77,8.4675,0.03,393,2388,100.00,38.88,23.2665
1,140,-0.0010,-0.0004,100.0,518.67,642.20,1585.03,1397.04,14.62,21.61,553.46,2388.05,9088.39,1.30,47.45,521.68,2388.00,8158.13,8.4259,0.03,394,2388,100.00,38.90,23.2793
1,141,0.0009,0.0006,100.0,518.67,642.78,1583.84,1406.84,14.62,21.61,553.17,2388.05,9090.02,1.30,47.40,521.67,2388.08,8162.96,8.4396,0.03,393,2388,100.00,38.96,23.2571
1,142,0.0019,-0.0002,100.0,518.67,642.52,1589.63,1404.44,14.62,21.61,553.56,2388.03,9081.39,1.30,47.36,522.03,2388.05,8165.89,8.4460,0.03,393,2388,100.00,39.02,23.3729
